x,y,yerr
5,357.3649982213974,1.8193772410065256
10,382.86275153160096,3.2664444275350832
15,393.8186737775803,3.5005168581788033
21,391.9717580795288,3.787055132883183
26,384.3596565485001,4.237451672949503
31,450.06204969882964,5.871464432077397
37,438.23287909030915,3.6998576497199074
42,464.62798538208006,4.607246702954092
47,497.17968544960024,9.470957450221274
53,517.4317949533463,10.089375003026797
