x,y,yerr
5,0.023486757278442343,0.0004769773639785515
10,0.0440059661865234,0.000754563800738382
15,0.06116023063659663,0.0011472717412183589
21,0.0966574907302856,0.0014747253282603597
26,0.10854954719543453,0.0012838956082265507
31,0.1295142650604248,0.001472893892508008
37,0.16362485885620112,0.0022914436509498958
42,0.19098951816558835,0.002903106204732975
47,0.20075786113739008,0.003038426234668627
53,0.23220577239990234,0.0033426418654354745
